dataset,model,pair_id,layer,axis,role,ground_truth,projection
COCO-2017-val,Molmo2-ER,coco_0141_447917,21,distance,target-reference,0.17857324878931272,0.7802153825759888
COCO-2017-val,Molmo2-ER,coco_0141_447917,21,horizontal,target-reference,1.38984363342581,11.212928771972656
COCO-2017-val,Molmo2-ER,coco_0141_447917,21,vertical,target-reference,0.2983212013863505,-1.0922279953956606
COCO-2017-val,Molmo2-ER,coco_0142_210520,21,distance,target-reference,0.1480628825715696,5.7032787799835205
COCO-2017-val,Molmo2-ER,coco_0142_210520,21,horizontal,target-reference,-1.356743093853399,-15.78661060333252
COCO-2017-val,Molmo2-ER,coco_0142_210520,21,vertical,target-reference,0.9897495581725233,7.859102249145508
COCO-2017-val,Molmo2-ER,coco_0143_294783,21,distance,target-reference,-0.307721990598205,-4.988236904144287
COCO-2017-val,Molmo2-ER,coco_0143_294783,21,horizontal,target-reference,1.308108492435414,-2.676413536071777
COCO-2017-val,Molmo2-ER,coco_0143_294783,21,vertical,target-reference,-0.6565589771217221,-14.40678882598877
COCO-2017-val,Molmo2-ER,coco_0144_356612,21,distance,target-reference,-0.5343546228102043,-2.7741539478302
COCO-2017-val,Molmo2-ER,coco_0144_356612,21,horizontal,target-reference,-1.389230730046252,-8.256402254104614
COCO-2017-val,Molmo2-ER,coco_0144_356612,21,vertical,target-reference,-0.5291721212641696,-11.493568420410156
COCO-2017-val,Molmo2-ER,coco_0145_465129,21,distance,target-reference,0.011611823927116183,-5.255111217498779
COCO-2017-val,Molmo2-ER,coco_0145_465129,21,horizontal,target-reference,-1.4785100303634429,-16.941298961639404
COCO-2017-val,Molmo2-ER,coco_0145_465129,21,vertical,target-reference,-0.16451666605371323,-9.421222686767578
COCO-2017-val,Molmo2-ER,coco_0146_447169,21,distance,target-reference,0.4441189194767966,-2.0744283199310303
COCO-2017-val,Molmo2-ER,coco_0146_447169,21,horizontal,target-reference,-1.3664278322192407,-16.109819412231445
COCO-2017-val,Molmo2-ER,coco_0146_447169,21,vertical,target-reference,0.7132407018325098,12.943516254425049
COCO-2017-val,Molmo2-ER,coco_0147_194724,21,distance,target-reference,-0.2245319199257693,-4.668719053268433
COCO-2017-val,Molmo2-ER,coco_0147_194724,21,horizontal,target-reference,1.4808617235022257,9.695912480354309
COCO-2017-val,Molmo2-ER,coco_0147_194724,21,vertical,target-reference,-0.2043328802347051,1.455338478088379
COCO-2017-val,Molmo2-ER,coco_0148_345252,21,distance,target-reference,0.2977899526792126,2.7057186365127563
COCO-2017-val,Molmo2-ER,coco_0148_345252,21,horizontal,target-reference,1.470078553882883,7.6160330176353455
COCO-2017-val,Molmo2-ER,coco_0148_345252,21,vertical,target-reference,0.5597494817812704,7.070322275161743
COCO-2017-val,Molmo2-ER,coco_0149_110449,21,distance,target-reference,-0.2654857336232586,1.9805566668510437
COCO-2017-val,Molmo2-ER,coco_0149_110449,21,horizontal,target-reference,-1.3880127480325708,-8.157464265823364
COCO-2017-val,Molmo2-ER,coco_0149_110449,21,vertical,target-reference,-0.8662384958073663,-6.305504202842712
COCO-2017-val,Molmo2-ER,coco_0150_320664,21,distance,target-reference,-0.20960380639584092,-4.253135800361633
COCO-2017-val,Molmo2-ER,coco_0150_320664,21,horizontal,target-reference,-1.5000483894844117,-12.378090858459473
COCO-2017-val,Molmo2-ER,coco_0150_320664,21,vertical,target-reference,0.2279439055227688,1.7110687494277956
COCO-2017-val,Molmo2-ER,coco_0151_189752,21,distance,target-reference,-0.23172156221140178,-7.354779601097107
COCO-2017-val,Molmo2-ER,coco_0151_189752,21,horizontal,target-reference,-1.4298933936331801,-8.939997911453247
COCO-2017-val,Molmo2-ER,coco_0151_189752,21,vertical,target-reference,0.37693223356657457,4.418753534555435
COCO-2017-val,Molmo2-ER,coco_0152_344100,21,distance,target-reference,0.585279413443035,8.167284965515137
COCO-2017-val,Molmo2-ER,coco_0152_344100,21,horizontal,target-reference,1.2959124056628402,8.13541454076767
COCO-2017-val,Molmo2-ER,coco_0152_344100,21,vertical,target-reference,0.9522807731724805,15.729822158813477
COCO-2017-val,Molmo2-ER,coco_0153_506933,21,distance,target-reference,-0.3778996210585376,-6.738580286502838
COCO-2017-val,Molmo2-ER,coco_0153_506933,21,horizontal,target-reference,1.4237529271718283,5.751819610595703
COCO-2017-val,Molmo2-ER,coco_0153_506933,21,vertical,target-reference,-0.2958464598933843,0.7681883573532104
COCO-2017-val,Molmo2-ER,coco_0154_292236,21,distance,target-reference,0.6828729586095363,-0.4628190100193024
COCO-2017-val,Molmo2-ER,coco_0154_292236,21,horizontal,target-reference,-1.146724516414338,-11.244288444519043
COCO-2017-val,Molmo2-ER,coco_0154_292236,21,vertical,target-reference,1.1366458304116829,16.185972213745117
COCO-2017-val,Molmo2-ER,coco_0155_156643,21,distance,target-reference,-0.4211553318748824,-0.03786206245422341
COCO-2017-val,Molmo2-ER,coco_0155_156643,21,horizontal,target-reference,1.2991784049033943,2.678886771202088
COCO-2017-val,Molmo2-ER,coco_0155_156643,21,vertical,target-reference,0.43814610904730056,-0.493509143590927
COCO-2017-val,Molmo2-ER,coco_0156_245576,21,distance,target-reference,0.5627575741206567,7.394651174545289
COCO-2017-val,Molmo2-ER,coco_0156_245576,21,horizontal,target-reference,0.904623914587082,1.5315732955932617
COCO-2017-val,Molmo2-ER,coco_0156_245576,21,vertical,target-reference,1.4921659368725628,16.460542678833008
COCO-2017-val,Molmo2-ER,coco_0157_173008,21,distance,target-reference,0.5545692009048998,-1.8171303868293758
COCO-2017-val,Molmo2-ER,coco_0157_173008,21,horizontal,target-reference,-1.4701974560291398,8.604671001434326
COCO-2017-val,Molmo2-ER,coco_0157_173008,21,vertical,target-reference,0.3072062160630167,-4.071067810058594
COCO-2017-val,Molmo2-ER,coco_0158_555009,21,distance,target-reference,0.21232454802228398,2.7246466875076294
COCO-2017-val,Molmo2-ER,coco_0158_555009,21,horizontal,target-reference,1.4587381352037543,15.8978168964386
COCO-2017-val,Molmo2-ER,coco_0158_555009,21,vertical,target-reference,0.4204419837623966,2.5725924968719482
COCO-2017-val,Molmo2-ER,coco_0159_39477,21,distance,target-reference,0.2240320829172172,-1.3077327013015747
COCO-2017-val,Molmo2-ER,coco_0159_39477,21,horizontal,target-reference,1.2952574130998102,13.56335973739624
COCO-2017-val,Molmo2-ER,coco_0159_39477,21,vertical,target-reference,0.5705300966214985,7.1278076171875
COCO-2017-val,Molmo2-ER,coco_0160_421455,21,distance,target-reference,-0.8993161959686842,-10.611650466918945
COCO-2017-val,Molmo2-ER,coco_0160_421455,21,horizontal,target-reference,1.4368384446517752,9.014559745788574
COCO-2017-val,Molmo2-ER,coco_0160_421455,21,vertical,target-reference,0.26273779704736305,-1.7792590707540512
COCO-2017-val,Molmo2-ER,coco_0161_146489,21,distance,target-reference,-0.3227252166126578,-3.916116237640381
COCO-2017-val,Molmo2-ER,coco_0161_146489,21,horizontal,target-reference,1.3653434581722974,8.857187271118164
COCO-2017-val,Molmo2-ER,coco_0161_146489,21,vertical,target-reference,-0.5862100781743708,-3.944211006164551
COCO-2017-val,Molmo2-ER,coco_0162_117908,21,distance,target-reference,-0.4907682396057247,-3.046165943145752
COCO-2017-val,Molmo2-ER,coco_0162_117908,21,horizontal,target-reference,1.3098814444772584,10.215961456298828
COCO-2017-val,Molmo2-ER,coco_0162_117908,21,vertical,target-reference,0.334094794661173,5.078514575958252
COCO-2017-val,Molmo2-ER,coco_0163_395701,21,distance,target-reference,-0.5628153717875922,0.5735399127006531
COCO-2017-val,Molmo2-ER,coco_0163_395701,21,horizontal,target-reference,1.3190957038431197,16.213990211486816
COCO-2017-val,Molmo2-ER,coco_0163_395701,21,vertical,target-reference,-0.960803172083416,-8.580677032470703
COCO-2017-val,Molmo2-ER,coco_0164_446522,21,distance,target-reference,0.0449347969332409,-4.4851601123809814
COCO-2017-val,Molmo2-ER,coco_0164_446522,21,horizontal,target-reference,-1.609312466544652,-15.646852493286133
COCO-2017-val,Molmo2-ER,coco_0164_446522,21,vertical,target-reference,-0.6310444928782839,-7.915816038846969
COCO-2017-val,Molmo2-ER,coco_0165_166664,21,distance,target-reference,0.6835483968623579,5.089706063270569
COCO-2017-val,Molmo2-ER,coco_0165_166664,21,horizontal,target-reference,-1.2822875501057163,-14.800498962402344
COCO-2017-val,Molmo2-ER,coco_0165_166664,21,vertical,target-reference,0.6596358907001625,10.905465602874756
COCO-2017-val,Molmo2-ER,coco_0166_435880,21,distance,target-reference,0.28584893797099187,-5.271192193031311
COCO-2017-val,Molmo2-ER,coco_0166_435880,21,horizontal,target-reference,-1.3116712116241245,-14.757790565490723
COCO-2017-val,Molmo2-ER,coco_0166_435880,21,vertical,target-reference,0.7676721912370846,6.13376784324646
COCO-2017-val,Molmo2-ER,coco_0167_449432,21,distance,target-reference,0.428411859248025,-0.9778156280517578
COCO-2017-val,Molmo2-ER,coco_0167_449432,21,horizontal,target-reference,-1.3829926270971575,-11.399197101593018
COCO-2017-val,Molmo2-ER,coco_0167_449432,21,vertical,target-reference,0.624219300617567,4.190735459327698
COCO-2017-val,Molmo2-ER,coco_0168_156278,21,distance,target-reference,-0.1802332581401721,0.9048712849617003
COCO-2017-val,Molmo2-ER,coco_0168_156278,21,horizontal,target-reference,1.0567601721350712,9.488268613815308
COCO-2017-val,Molmo2-ER,coco_0168_156278,21,vertical,target-reference,-1.3468466968008885,-14.32091236114502
COCO-2017-val,Molmo2-ER,coco_0169_404484,21,distance,target-reference,0.12558099442550252,5.6320666670799255
COCO-2017-val,Molmo2-ER,coco_0169_404484,21,horizontal,target-reference,1.4068849520881908,14.960612297058105
COCO-2017-val,Molmo2-ER,coco_0169_404484,21,vertical,target-reference,0.2636397975875399,6.667060911655426
COCO-2017-val,Molmo2-ER,coco_0170_123633,21,distance,target-reference,0.0680150691706351,-3.032299041748047
COCO-2017-val,Molmo2-ER,coco_0170_123633,21,horizontal,target-reference,1.4811969858473955,9.00053095817566
COCO-2017-val,Molmo2-ER,coco_0170_123633,21,vertical,target-reference,0.06311396759691124,-0.5630283355712891
COCO-2017-val,Molmo2-ER,coco_0171_216419,21,distance,target-reference,-0.7698727495507074,-7.238460898399353
COCO-2017-val,Molmo2-ER,coco_0171_216419,21,horizontal,target-reference,1.2792498722451695,8.041219234466553
COCO-2017-val,Molmo2-ER,coco_0171_216419,21,vertical,target-reference,0.8271527809876311,3.8141905665397644
COCO-2017-val,Molmo2-ER,coco_0172_412362,21,distance,target-reference,0.2657011040593815,3.1761522293090816
COCO-2017-val,Molmo2-ER,coco_0172_412362,21,horizontal,target-reference,-1.500229421358863,-11.961408615112305
COCO-2017-val,Molmo2-ER,coco_0172_412362,21,vertical,target-reference,-0.13749103919292005,-0.49750185012817294
COCO-2017-val,Molmo2-ER,coco_0173_520264,21,distance,target-reference,-0.11963544942710841,1.5988653898239136
COCO-2017-val,Molmo2-ER,coco_0173_520264,21,horizontal,target-reference,-1.4231294162758992,-19.172647953033447
COCO-2017-val,Molmo2-ER,coco_0173_520264,21,vertical,target-reference,-0.3106790291101065,-7.1646379083395
COCO-2017-val,Molmo2-ER,coco_0174_466125,21,distance,target-reference,-0.1694893066084729,-1.648345947265625
COCO-2017-val,Molmo2-ER,coco_0174_466125,21,horizontal,target-reference,-1.1110098739241492,-17.134352684020996
COCO-2017-val,Molmo2-ER,coco_0174_466125,21,vertical,target-reference,1.1977495895629025,17.886676788330078
COCO-2017-val,Molmo2-ER,coco_0175_316015,21,distance,target-reference,-0.30282405810914487,-8.839405298233032
COCO-2017-val,Molmo2-ER,coco_0175_316015,21,horizontal,target-reference,-1.4486496922220886,-6.818340301513672
COCO-2017-val,Molmo2-ER,coco_0175_316015,21,vertical,target-reference,0.06561077722716702,-5.0751121044158936
COCO-2017-val,Molmo2-ER,coco_0176_27982,21,distance,target-reference,-0.1547604522006896,-3.8936048448085785
COCO-2017-val,Molmo2-ER,coco_0176_27982,21,horizontal,target-reference,-1.279524007736749,-14.044041633605959
COCO-2017-val,Molmo2-ER,coco_0176_27982,21,vertical,target-reference,0.4145128458706659,3.999340295791626
COCO-2017-val,Molmo2-ER,coco_0177_40757,21,distance,target-reference,-0.4614956903129977,-6.095685720443726
COCO-2017-val,Molmo2-ER,coco_0177_40757,21,horizontal,target-reference,-0.6595296649285102,-3.7928881645202637
COCO-2017-val,Molmo2-ER,coco_0177_40757,21,vertical,target-reference,-1.4017509877644405,-13.830362319946289
COCO-2017-val,Molmo2-ER,coco_0178_554291,21,distance,target-reference,0.360179543930923,2.822879672050476
COCO-2017-val,Molmo2-ER,coco_0178_554291,21,horizontal,target-reference,-1.256060479559926,-15.47954273223877
COCO-2017-val,Molmo2-ER,coco_0178_554291,21,vertical,target-reference,0.7571056562985297,3.912376284599304
COCO-2017-val,Molmo2-ER,coco_0179_222735,21,distance,target-reference,0.6277573491582384,9.128217935562134
COCO-2017-val,Molmo2-ER,coco_0179_222735,21,horizontal,target-reference,0.019733035530164422,-5.3999797105789185
COCO-2017-val,Molmo2-ER,coco_0179_222735,21,vertical,target-reference,1.3423692757751973,20.00219964981079
COCO-2017-val,Molmo2-ER,coco_0180_226171,21,distance,target-reference,0.0508612332544391,-0.3673984408378601
COCO-2017-val,Molmo2-ER,coco_0180_226171,21,horizontal,target-reference,-1.211739299531472,-7.568791627883911
COCO-2017-val,Molmo2-ER,coco_0180_226171,21,vertical,target-reference,0.6966366114946168,5.319009780883789
COCO-2017-val,Molmo2-ER,coco_0181_25096,21,distance,target-reference,-0.6531597917264302,0.842421054840088
COCO-2017-val,Molmo2-ER,coco_0181_25096,21,horizontal,target-reference,-0.8111797671027035,-1.1188747882843018
COCO-2017-val,Molmo2-ER,coco_0181_25096,21,vertical,target-reference,-1.2149082939832927,-9.240175008773804
COCO-2017-val,Molmo2-ER,coco_0182_472046,21,distance,target-reference,-0.0781872463900708,3.7897645235061646
COCO-2017-val,Molmo2-ER,coco_0182_472046,21,horizontal,target-reference,-1.3710692353357916,-2.5775516033172603
COCO-2017-val,Molmo2-ER,coco_0182_472046,21,vertical,target-reference,0.284843587512077,4.982988804578781
COCO-2017-val,Molmo2-ER,coco_0183_240940,21,distance,target-reference,-0.5497963154821109,-5.209086358547211
COCO-2017-val,Molmo2-ER,coco_0183_240940,21,horizontal,target-reference,0.2447017870157612,4.06447148323059
COCO-2017-val,Molmo2-ER,coco_0183_240940,21,vertical,target-reference,-1.3178708098865828,-18.90703821182251
COCO-2017-val,Molmo2-ER,coco_0184_197870,21,distance,target-reference,0.6252094470872578,2.8775441646575928
COCO-2017-val,Molmo2-ER,coco_0184_197870,21,horizontal,target-reference,-1.3015768635377973,-8.7952880859375
COCO-2017-val,Molmo2-ER,coco_0184_197870,21,vertical,target-reference,0.4873157066568946,4.356184810400009
COCO-2017-val,Molmo2-ER,coco_0185_144003,21,distance,target-reference,0.08208266736081576,3.220383048057556
COCO-2017-val,Molmo2-ER,coco_0185_144003,21,horizontal,target-reference,1.5148089957415167,12.36747407913208
COCO-2017-val,Molmo2-ER,coco_0185_144003,21,vertical,target-reference,-0.19992370272331095,7.278988361358643
COCO-2017-val,Molmo2-ER,coco_0186_484978,21,distance,target-reference,-0.5739569048428569,-3.195503950119018
COCO-2017-val,Molmo2-ER,coco_0186_484978,21,horizontal,target-reference,-1.1814203823187244,-5.246495008468628
COCO-2017-val,Molmo2-ER,coco_0186_484978,21,vertical,target-reference,-0.8810051042843916,-12.982250928878782
COCO-2017-val,Molmo2-ER,coco_0187_420840,21,distance,target-reference,0.1060402734481726,-0.9776992797851562
COCO-2017-val,Molmo2-ER,coco_0187_420840,21,horizontal,target-reference,1.3151536536289075,6.390993118286133
COCO-2017-val,Molmo2-ER,coco_0187_420840,21,vertical,target-reference,-0.36708845355580433,-3.7385045289993286
COCO-2017-val,Molmo2-ER,coco_0188_190923,21,distance,target-reference,-0.10609667731240707,-3.8684043884277344
COCO-2017-val,Molmo2-ER,coco_0188_190923,21,horizontal,target-reference,0.21071635361120644,-5.074543476104736
COCO-2017-val,Molmo2-ER,coco_0188_190923,21,vertical,target-reference,1.4242024729958158,16.659629821777344
COCO-2017-val,Molmo2-ER,coco_0189_376307,21,distance,target-reference,0.6270058425760037,4.712396144866943
COCO-2017-val,Molmo2-ER,coco_0189_376307,21,horizontal,target-reference,1.6050967967107335,7.175073325634003
COCO-2017-val,Molmo2-ER,coco_0189_376307,21,vertical,target-reference,0.8314069470066676,4.649834394454956
COCO-2017-val,Molmo2-ER,coco_0190_476810,21,distance,target-reference,0.5921003317526801,3.854856014251709
COCO-2017-val,Molmo2-ER,coco_0190_476810,21,horizontal,target-reference,1.013541856712522,3.3110442757606506
COCO-2017-val,Molmo2-ER,coco_0190_476810,21,vertical,target-reference,1.3788440056171747,13.758119821548462
COCO-2017-val,Molmo2-ER,coco_0191_575187,21,distance,target-reference,-0.10884511842661891,1.4683614373207097
COCO-2017-val,Molmo2-ER,coco_0191_575187,21,horizontal,target-reference,-1.2028948222183624,-11.775054454803467
COCO-2017-val,Molmo2-ER,coco_0191_575187,21,vertical,target-reference,0.9984835264387752,9.224292755126953
COCO-2017-val,Molmo2-ER,coco_0192_37670,21,distance,target-reference,0.031164261445674496,-0.6181327700614929
COCO-2017-val,Molmo2-ER,coco_0192_37670,21,horizontal,target-reference,1.3013025041493465,4.2640790939331055
COCO-2017-val,Molmo2-ER,coco_0192_37670,21,vertical,target-reference,-0.7006931984731438,-5.613030433654785
COCO-2017-val,Molmo2-ER,coco_0193_199771,21,distance,target-reference,0.5766085967181366,-3.6155964136123657
COCO-2017-val,Molmo2-ER,coco_0193_199771,21,horizontal,target-reference,-1.0371548684017102,-8.252323865890503
COCO-2017-val,Molmo2-ER,coco_0193_199771,21,vertical,target-reference,1.3307870496142251,1.2804644107818604
COCO-2017-val,Molmo2-ER,coco_0194_300039,21,distance,target-reference,-0.009788439204633702,-1.1210706233978271
COCO-2017-val,Molmo2-ER,coco_0194_300039,21,horizontal,target-reference,1.494269272532281,0.2271907329559326
COCO-2017-val,Molmo2-ER,coco_0194_300039,21,vertical,target-reference,0.3654736770575938,2.5576165914535522
COCO-2017-val,Molmo2-ER,coco_0195_47769,21,distance,target-reference,-0.2961014415362274,-5.739099591970444
COCO-2017-val,Molmo2-ER,coco_0195_47769,21,horizontal,target-reference,-1.338807585737474,-19.799297332763672
COCO-2017-val,Molmo2-ER,coco_0195_47769,21,vertical,target-reference,0.23805928512810737,2.4617159366607666
COCO-2017-val,Molmo2-ER,coco_0196_333772,21,distance,target-reference,0.4858417909754234,-0.09452962875366233
COCO-2017-val,Molmo2-ER,coco_0196_333772,21,horizontal,target-reference,-1.352689003363633,-13.48966360092163
COCO-2017-val,Molmo2-ER,coco_0196_333772,21,vertical,target-reference,0.5282915825370409,-0.9705483913421631
COCO-2017-val,Molmo2-ER,coco_0197_356424,21,distance,target-reference,0.9826816922640293,6.280962824821472
COCO-2017-val,Molmo2-ER,coco_0197_356424,21,horizontal,target-reference,-1.2433114975044766,-7.867046594619751
COCO-2017-val,Molmo2-ER,coco_0197_356424,21,vertical,target-reference,1.1084905797269688,10.176363706588745
COCO-2017-val,Molmo2-ER,coco_0198_397133,21,distance,target-reference,-0.572805561284654,-10.076840817928314
COCO-2017-val,Molmo2-ER,coco_0198_397133,21,horizontal,target-reference,1.1832972650999092,11.294439792633057
COCO-2017-val,Molmo2-ER,coco_0198_397133,21,vertical,target-reference,-0.5845424033878903,-2.3977880477905273
COCO-2017-val,Molmo2-ER,coco_0199_560474,21,distance,target-reference,0.7493626897893024,9.059123754501343
COCO-2017-val,Molmo2-ER,coco_0199_560474,21,horizontal,target-reference,-0.8152226380011965,-2.2299575805664062
COCO-2017-val,Molmo2-ER,coco_0199_560474,21,vertical,target-reference,1.2462708138086618,16.67216920852661
COCO-2017-val,Molmo2-ER,coco_0200_21503,21,distance,target-reference,0.003375039741757291,2.5403537154197693
COCO-2017-val,Molmo2-ER,coco_0200_21503,21,horizontal,target-reference,-1.5093490080147207,-13.53048038482666
COCO-2017-val,Molmo2-ER,coco_0200_21503,21,vertical,target-reference,-0.03558355921528766,-1.9532129764556887
COCO-2017-val,Molmo2-ER,coco_0201_336356,21,distance,target-reference,0.5671994443764815,3.5808433294296265
COCO-2017-val,Molmo2-ER,coco_0201_336356,21,horizontal,target-reference,1.8340255873731994,1.5090203285217285
COCO-2017-val,Molmo2-ER,coco_0201_336356,21,vertical,target-reference,0.6753536453301475,10.964966773986816
COCO-2017-val,Molmo2-ER,coco_0202_463618,21,distance,target-reference,0.3153706706434218,2.617890000343323
COCO-2017-val,Molmo2-ER,coco_0202_463618,21,horizontal,target-reference,-1.2774223723549667,-6.556572705507278
COCO-2017-val,Molmo2-ER,coco_0202_463618,21,vertical,target-reference,0.38648375473450364,-0.2831411361694336
COCO-2017-val,Molmo2-ER,coco_0203_533145,21,distance,target-reference,0.6436865697466856,2.2877811789512634
COCO-2017-val,Molmo2-ER,coco_0203_533145,21,horizontal,target-reference,-1.2611946761479647,-7.398646354675293
COCO-2017-val,Molmo2-ER,coco_0203_533145,21,vertical,target-reference,-0.8175091818570184,-1.009870707988739
COCO-2017-val,Molmo2-ER,coco_0204_193162,21,distance,target-reference,0.4145912528969815,1.6871603727340698
COCO-2017-val,Molmo2-ER,coco_0204_193162,21,horizontal,target-reference,-1.270326279963745,-14.576789855957031
COCO-2017-val,Molmo2-ER,coco_0204_193162,21,vertical,target-reference,0.707833625553,16.478595733642578
COCO-2017-val,Molmo2-ER,coco_0205_535523,21,distance,target-reference,0.3515998463999847,1.7785411477088926
COCO-2017-val,Molmo2-ER,coco_0205_535523,21,horizontal,target-reference,1.348177193704198,5.709557890892029
COCO-2017-val,Molmo2-ER,coco_0205_535523,21,vertical,target-reference,0.2929213039885489,1.1299115866422653
COCO-2017-val,Molmo2-ER,coco_0206_163258,21,distance,target-reference,-0.021662598050752102,-3.492392599582672
COCO-2017-val,Molmo2-ER,coco_0206_163258,21,horizontal,target-reference,-1.3317646332919164,-15.417795181274414
COCO-2017-val,Molmo2-ER,coco_0206_163258,21,vertical,target-reference,0.4213687559148931,2.0248498916625977
COCO-2017-val,Molmo2-ER,coco_0207_187243,21,distance,target-reference,-0.1524405984791945,-2.802712082862854
COCO-2017-val,Molmo2-ER,coco_0207_187243,21,horizontal,target-reference,-0.6578992670040319,-7.706995487213135
COCO-2017-val,Molmo2-ER,coco_0207_187243,21,vertical,target-reference,-1.2423796350109715,-8.616156816482544
COCO-2017-val,Molmo2-ER,coco_0208_519764,21,distance,target-reference,0.4175398281149485,7.444504737854004
COCO-2017-val,Molmo2-ER,coco_0208_519764,21,horizontal,target-reference,1.1186636019036424,7.276983976364137
COCO-2017-val,Molmo2-ER,coco_0208_519764,21,vertical,target-reference,0.7538946904807958,7.845771849155426
COCO-2017-val,Molmo2-ER,coco_0209_39956,21,distance,target-reference,0.25218343692742,-1.1726868152618404
COCO-2017-val,Molmo2-ER,coco_0209_39956,21,horizontal,target-reference,-1.3104164900899964,-14.21567440032959
COCO-2017-val,Molmo2-ER,coco_0209_39956,21,vertical,target-reference,0.25602960154108045,-0.9648571014404297
COCO-2017-val,Molmo2-ER,coco_0210_459500,21,distance,target-reference,0.4579466466370214,5.604099988937378
COCO-2017-val,Molmo2-ER,coco_0210_459500,21,horizontal,target-reference,1.0623495654537054,7.804458260536194
COCO-2017-val,Molmo2-ER,coco_0210_459500,21,vertical,target-reference,-1.1544206462483357,-10.886173248291016
COCO-2017-val,Molmo2-ER,coco_0211_400082,21,distance,target-reference,0.4272540712242271,2.0340161323547363
COCO-2017-val,Molmo2-ER,coco_0211_400082,21,horizontal,target-reference,1.200068500734788,11.819775104522707
COCO-2017-val,Molmo2-ER,coco_0211_400082,21,vertical,target-reference,0.13837694852832472,5.119693994522095
COCO-2017-val,Molmo2-ER,coco_0212_346638,21,distance,target-reference,-0.5346852205906535,-7.8608832359313965
COCO-2017-val,Molmo2-ER,coco_0212_346638,21,horizontal,target-reference,0.9014808011566542,5.632803559303284
COCO-2017-val,Molmo2-ER,coco_0212_346638,21,vertical,target-reference,-1.2590107414689578,-15.06575632095337
COCO-2017-val,Molmo2-ER,coco_0213_513283,21,distance,target-reference,0.7972331331526892,4.271576642990112
COCO-2017-val,Molmo2-ER,coco_0213_513283,21,horizontal,target-reference,1.1972621252018953,-1.0972315073013306
COCO-2017-val,Molmo2-ER,coco_0213_513283,21,vertical,target-reference,0.9814276506655848,5.261198043823242
COCO-2017-val,Molmo2-ER,coco_0214_397354,21,distance,target-reference,-0.12221287494769412,0.335676431655884
COCO-2017-val,Molmo2-ER,coco_0214_397354,21,horizontal,target-reference,1.3657612708779416,14.096487045288086
COCO-2017-val,Molmo2-ER,coco_0214_397354,21,vertical,target-reference,-0.28864138447592763,1.6662585735321045
COCO-2017-val,Molmo2-ER,coco_0215_160556,21,distance,target-reference,-0.2839767624087871,-5.32189404964447
COCO-2017-val,Molmo2-ER,coco_0215_160556,21,horizontal,target-reference,1.2597744533932456,6.308609485626221
COCO-2017-val,Molmo2-ER,coco_0215_160556,21,vertical,target-reference,0.033043540162671386,-1.4128608703613281
COCO-2017-val,Molmo2-ER,coco_0216_17905,21,distance,target-reference,0.17312827992537377,-1.2034635543823242
COCO-2017-val,Molmo2-ER,coco_0216_17905,21,horizontal,target-reference,0.790510673829117,1.321487307548523
COCO-2017-val,Molmo2-ER,coco_0216_17905,21,vertical,target-reference,1.2563459319122727,14.666960239410399
COCO-2017-val,Molmo2-ER,coco_0217_491008,21,distance,target-reference,0.041495475858337794,-3.3988057374954224
COCO-2017-val,Molmo2-ER,coco_0217_491008,21,horizontal,target-reference,1.3629362717305487,9.32041311264038
COCO-2017-val,Molmo2-ER,coco_0217_491008,21,vertical,target-reference,-0.054661229190751996,2.739575862884521
COCO-2017-val,Molmo2-ER,coco_0218_438876,21,distance,target-reference,-0.8339311499377184,-7.949659585952759
COCO-2017-val,Molmo2-ER,coco_0218_438876,21,horizontal,target-reference,-1.2114238261134531,-9.326448440551758
COCO-2017-val,Molmo2-ER,coco_0218_438876,21,vertical,target-reference,-0.9516943869876682,-10.252687692642212
COCO-2017-val,Molmo2-ER,coco_0219_135561,21,distance,target-reference,-0.1355796354658752,-5.005957245826721
COCO-2017-val,Molmo2-ER,coco_0219_135561,21,horizontal,target-reference,1.4074200609050858,15.121826171875
COCO-2017-val,Molmo2-ER,coco_0219_135561,21,vertical,target-reference,0.005697308231322973,3.758277654647827
COCO-2017-val,Molmo2-ER,coco_0220_429011,21,distance,target-reference,-0.1463103414142252,-1.0743932723999023
COCO-2017-val,Molmo2-ER,coco_0220_429011,21,horizontal,target-reference,-1.1575102802595503,-12.794960975646973
COCO-2017-val,Molmo2-ER,coco_0220_429011,21,vertical,target-reference,-0.2349787124655463,-4.706928491592407
COCO-2017-val,Molmo2-ER,coco_0221_157807,21,distance,target-reference,-0.0380578875162601,0.5386905670166016
COCO-2017-val,Molmo2-ER,coco_0221_157807,21,horizontal,target-reference,1.1509533026760033,7.707927227020264
COCO-2017-val,Molmo2-ER,coco_0221_157807,21,vertical,target-reference,-1.0464541220616386,-7.1031190156936646
COCO-2017-val,Molmo2-ER,coco_0222_331817,21,distance,target-reference,-0.3479438206582689,-4.723521828651428
COCO-2017-val,Molmo2-ER,coco_0222_331817,21,horizontal,target-reference,-1.3985693030786195,-10.732551097869873
COCO-2017-val,Molmo2-ER,coco_0222_331817,21,vertical,target-reference,-0.13123867519015814,-4.791729271411896
COCO-2017-val,Molmo2-ER,coco_0223_400794,21,distance,target-reference,-0.9024846236761249,-10.33648157119751
COCO-2017-val,Molmo2-ER,coco_0223_400794,21,horizontal,target-reference,-0.1698686268097097,1.1379132270812984
